Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Murrumbeena,2,u,660000,S,Woodards,2017-06-17 00:00:00,10.1,3163,2,1,1,109,Glen Eira,-37.89578,145.06899,Southern Metropolitan,4442
Murrumbeena,3,h,1561000,S,hockingstuart,2017-06-17 00:00:00,10.1,3163,3,1,2,627,Glen Eira,-37.89561,145.07502,Southern Metropolitan,4442
Newport,4,h,1005000,S,Sweeney,2017-06-17 00:00:00,6.2,3015,4,1,1,390,Hobsons Bay,-37.84283,144.87959,Western Metropolitan,5498
Niddrie,3,h,1300000,S,Nelson,2017-06-17 00:00:00,10.4,3042,3,1,4,646,Moonee Valley,-37.7415,144.88923,Western Metropolitan,2291
Niddrie,4,h,1751000,S,Barry,2017-06-17 00:00:00,10.4,3042,4,3,2,564,Moonee Valley,-37.73666,144.87725,Western Metropolitan,2291
Noble Park,3,h,635000,S,Purplebricks,2017-06-17 00:00:00,22.7,3174,3,1,4,585,Greater Dandenong,-37.97267,145.18262,South-Eastern Metropolitan,11806
North Melbourne,1,h,1000000,S,W.B.,2017-06-17 00:00:00,1.8,3051,1,1,0,133,Melbourne,-37.80131,144.94753,Northern Metropolitan,6821
North Melbourne,1,t,780000,S,Nick,2017-06-17 00:00:00,1.8,3051,1,1,0,37,Melbourne,-37.80376,144.95379,Northern Metropolitan,6821
North Melbourne,2,u,550000,S,Biggin,2017-06-17 00:00:00,1.8,3051,2,1,1,0,Melbourne,-37.80298,144.9568,Northern Metropolitan,6821
Northcote,2,h,1001000,S,Nelson,2017-06-17 00:00:00,5.3,3070,2,1,0,166,Darebin,-37.7702,144.99987,Northern Metropolitan,11364
Northcote,2,h,905000,PI,Nelson,2017-06-17 00:00:00,5.3,3070,2,1,0,114,Darebin,-37.78024,144.99289,Northern Metropolitan,11364
Northcote,3,h,1305000,SP,McGrath,2017-06-17 00:00:00,5.3,3070,3,1,0,375,Darebin,-37.76397,144.99481,Northern Metropolitan,11364
Northcote,3,h,1516000,S,Barry,2017-06-17 00:00:00,5.3,3070,3,1,2,504,Darebin,-37.77358,145.01286,Northern Metropolitan,11364
Northcote,2,u,503000,SP,Jellis,2017-06-17 00:00:00,5.3,3070,2,1,1,0,Darebin,-37.76926,144.99157,Northern Metropolitan,11364
Notting Hill,3,u,840000,S,Barry,2017-06-17 00:00:00,16.7,3168,3,1,1,390,Monash,-37.90354,145.14394,Southern Metropolitan,902
Nunawading,4,h,1430000,S,Barry,2017-06-17 00:00:00,15.4,3131,4,3,2,616,Whitehorse,-37.8124,145.18411,Eastern Metropolitan,4973
Nunawading,3,h,913000,S,Fletchers,2017-06-17 00:00:00,15.4,3131,3,2,1,431,Whitehorse,-37.81206,145.18127,Eastern Metropolitan,4973
Nunawading,5,h,1060000,SP,hockingstuart,2017-06-17 00:00:00,15.4,3131,5,3,2,766,Whitehorse,-37.81113,145.17681,Eastern Metropolitan,4973
Nunawading,3,u,806000,S,McGrath,2017-06-17 00:00:00,15.4,3131,3,1,2,319,Whitehorse,-37.82275,145.1764,Eastern Metropolitan,4973
Oak Park,3,h,840000,SP,Nelson,2017-06-17 00:00:00,11.2,3046,3,1,1,722,Moreland,-37.71433,144.90616,Northern Metropolitan,2651
Oak Park,4,h,1071888,SP,Rendina,2017-06-17 00:00:00,11.2,3046,4,2,4,553,Moreland,-37.71328,144.90585,Northern Metropolitan,2651
Oak Park,2,t,790000,S,Eview,2017-06-17 00:00:00,11.2,3046,2,2,1,208,Moreland,-37.71679,144.90901,Northern Metropolitan,2651
Oakleigh East,3,t,820000,S,Biggin,2017-06-17 00:00:00,12.3,3166,3,2,1,200,Monash,-37.91017,145.11488,Southern Metropolitan,2547
Oakleigh South,3,h,1218500,S,hockingstuart,2017-06-17 00:00:00,15.5,3167,3,1,2,673,Monash,-37.91693,145.08739,South-Eastern Metropolitan,3692
Ormond,2,h,695000,S,Buxton,2017-06-17 00:00:00,11.4,3204,2,1,1,126,Glen Eira,-37.90552,145.03087,Southern Metropolitan,3578
Parkdale,3,h,940000,S,Buxton,2017-06-17 00:00:00,21.5,3195,3,2,2,454,Kingston,-37.99443,145.0885,South-Eastern Metropolitan,5087
Parkdale,4,h,1300000,SP,Buxton,2017-06-17 00:00:00,21.5,3195,4,2,2,597,Kingston,-37.99232,145.08469,South-Eastern Metropolitan,5087
Parkville,3,t,850000,S,Nelson,2017-06-17 00:00:00,1.8,3052,3,1,1,2429,Melbourne,-37.78033,144.95949,Northern Metropolitan,2309
Parkville,2,u,900000,VB,Nelson,2017-06-17 00:00:00,1.8,3052,2,2,1,2431,Melbourne,-37.78212,144.95755,Northern Metropolitan,2309
Pascoe Vale,4,h,1260000,S,Woodards,2017-06-17 00:00:00,8.5,3044,4,2,5,669,Moreland,-37.72775,144.93372,Northern Metropolitan,7485
Pascoe Vale,3,h,1199000,S,Nelson,2017-06-17 00:00:00,8.5,3044,3,2,4,689,Moreland,-37.73072,144.94829,Northern Metropolitan,7485
Point Cook,4,h,550000,SP,LJ,2017-06-17 00:00:00,14.7,3030,4,2,2,464,Wyndham,-37.90545,144.76077,Western Metropolitan,15542
Port Melbourne,2,h,1355000,S,Greg,2017-06-17 00:00:00,3.5,3207,2,1,0,156,Port Phillip,-37.83343,144.94554,Southern Metropolitan,8648
Port Melbourne,3,t,1388000,S,Marshall,2017-06-17 00:00:00,3.5,3207,3,2,2,104,Port Phillip,-37.83165,144.94411,Southern Metropolitan,8648
Port Melbourne,1,h,964000,S,Cayzer,2017-06-17 00:00:00,3.5,3207,1,1,0,85,Port Phillip,-37.8371,144.93859,Southern Metropolitan,8648
Prahran,4,h,1805000,S,Gary,2017-06-17 00:00:00,4.6,3181,4,2,1,105,Stonnington,-37.85102,144.99408,Southern Metropolitan,7717
Prahran,3,t,1420000,S,Whiting,2017-06-17 00:00:00,4.6,3181,3,2,2,187,Stonnington,-37.84714,144.98927,Southern Metropolitan,7717
Prahran,2,u,735000,S,Beller,2017-06-17 00:00:00,4.6,3181,2,1,1,0,Stonnington,-37.85127,144.99434,Southern Metropolitan,7717
Prahran,1,u,440000,SP,Castran,2017-06-17 00:00:00,4.6,3181,1,1,1,0,Stonnington,-37.85012,144.99225,Southern Metropolitan,7717
Prahran,3,h,2200000,PI,hockingstuart,2017-06-17 00:00:00,4.6,3181,3,2,2,142,Stonnington,-37.84961,145.01113,Southern Metropolitan,7717
Prahran,4,h,2300000,VB,RT,2017-06-17 00:00:00,4.6,3181,4,2,2,291,Stonnington,-37.84961,145.00248,Southern Metropolitan,7717
Preston,3,h,1017500,S,hockingstuart,2017-06-17 00:00:00,8.4,3072,3,1,2,592,Darebin,-37.74356,144.99464,Northern Metropolitan,14577
Preston,2,h,1050000,S,Love,2017-06-17 00:00:00,8.4,3072,2,1,1,688,Darebin,-37.74847,145.01193,Northern Metropolitan,14577
Preston,4,h,840000,PI,McGrath,2017-06-17 00:00:00,8.4,3072,4,1,1,313,Darebin,-37.74955,145.00949,Northern Metropolitan,14577
Reservoir,3,u,510000,S,Barry,2017-06-17 00:00:00,12,3073,3,1,1,178,Darebin,-37.70985,145.02073,Northern Metropolitan,21650
Reservoir,4,h,930000,S,Love,2017-06-17 00:00:00,12,3073,4,1,5,700,Darebin,-37.7115,145.02413,Northern Metropolitan,21650
Reservoir,3,h,635000,SP,Ray,2017-06-17 00:00:00,12,3073,3,2,2,247,Darebin,-37.70952,145.02824,Northern Metropolitan,21650
Reservoir,2,h,850000,S,Love,2017-06-17 00:00:00,12,3073,2,1,2,494,Darebin,-37.72596,145.00113,Northern Metropolitan,21650
Reservoir,3,h,780000,PI,Barry,2017-06-17 00:00:00,12,3073,3,1,2,893,Darebin,-37.69964,145.00945,Northern Metropolitan,21650
Richmond,2,h,1172000,S,Collins,2017-06-17 00:00:00,2.4,3121,2,1,0,155,Yarra,-37.82418,145.00185,Northern Metropolitan,14949
Richmond,3,t,1255000,S,Jellis,2017-06-17 00:00:00,2.4,3121,3,2,1,124,Yarra,-37.8147,145.00852,Northern Metropolitan,14949
Richmond,2,h,1275000,S,Biggin,2017-06-17 00:00:00,2.4,3121,2,1,1,110,Yarra,-37.82324,145.01331,Northern Metropolitan,14949
Richmond,3,h,1120000,S,Biggin,2017-06-17 00:00:00,2.4,3121,3,2,2,134,Yarra,-37.81186,144.99472,Northern Metropolitan,14949
Richmond,3,h,1190000,S,Biggin,2017-06-17 00:00:00,2.4,3121,3,2,1,105,Yarra,-37.82146,145.00203,Northern Metropolitan,14949
Richmond,1,u,534000,S,hockingstuart,2017-06-17 00:00:00,2.4,3121,1,1,1,1347,Yarra,-37.81893,145.00631,Northern Metropolitan,14949
Richmond,3,h,1425000,S,Marshall,2017-06-17 00:00:00,2.4,3121,3,3,3,81,Yarra,-37.82622,144.99879,Northern Metropolitan,14949
Richmond,2,u,650000,S,Marshall,2017-06-17 00:00:00,2.4,3121,2,2,1,2226,Yarra,-37.813,144.99303,Northern Metropolitan,14949
Ringwood,2,u,475000,PI,Jellis,2017-06-17 00:00:00,19.9,3134,2,1,2,750,Maroondah,-37.82214,145.23087,Eastern Metropolitan,7785
Ringwood,3,h,800000,PI,Woodards,2017-06-17 00:00:00,19.9,3134,3,1,1,737,Maroondah,-37.8021,145.23473,Eastern Metropolitan,7785
Ringwood East,4,h,1175000,S,Barry,2017-06-17 00:00:00,21.3,3135,4,2,1,842,Maroondah,-37.81109,145.25738,Eastern Metropolitan,4407
Ringwood North,3,h,755000,SP,Carter,2017-06-17 00:00:00,19.9,3134,3,2,2,306,Maroondah,-37.80384,145.22562,Eastern Metropolitan,3619
Ringwood North,2,u,602000,S,Philip,2017-06-17 00:00:00,19.9,3134,2,1,1,209,Maroondah,-37.79894,145.22697,Eastern Metropolitan,3619
Rowville,4,h,1005800,SP,Jellis,2017-06-17 00:00:00,23.5,3178,4,2,2,502,Knox,-37.92985,145.25184,South-Eastern Metropolitan,11667
Rowville,4,h,1275000,S,Ray,2017-06-17 00:00:00,23.5,3178,4,2,2,726,Knox,-37.92502,145.23939,South-Eastern Metropolitan,11667
Sandringham,3,u,760000,VB,Hodges,2017-06-17 00:00:00,15.2,3191,3,1,1,178,Bayside,-37.96224,145.01683,Southern Metropolitan,4497
Seaford,3,h,782500,S,Asset,2017-06-17 00:00:00,35.4,3198,3,2,2,603,Frankston,-38.09088,145.12934,South-Eastern Metropolitan,8077
Seaholme,4,h,1410000,S,Greg,2017-06-17 00:00:00,11,3018,4,1,2,521,Hobsons Bay,-37.86781,144.84275,Western Metropolitan,852
Seddon,3,h,900000,SP,Village,2017-06-17 00:00:00,5.1,3011,3,1,0,194,Maribyrnong,-37.8041,144.8916,Western Metropolitan,2417
Seddon,1,u,322500,S,Village,2017-06-17 00:00:00,5.1,3011,1,1,1,0,Maribyrnong,-37.80504,144.88685,Western Metropolitan,2417
Seddon,3,h,900000,SP,Sweeney,2017-06-17 00:00:00,5.1,3011,3,1,1,252,Maribyrnong,-37.80552,144.88889,Western Metropolitan,2417
Skye,4,h,555698,SP,Ray,2017-06-17 00:00:00,34.7,3977,4,2,1,534,Frankston,-38.09083,145.20139,South-Eastern Metropolitan,2756
South Melbourne,3,u,1250000,S,Greg,2017-06-17 00:00:00,1.9,3205,3,2,3,0,Port Phillip,-37.83185,144.96817,Southern Metropolitan,5943
South Melbourne,1,h,407500,S,Greg,2017-06-17 00:00:00,1.9,3205,1,1,1,0,Port Phillip,-37.83087,144.96864,Southern Metropolitan,5943
South Yarra,2,t,1050000,S,Kay,2017-06-17 00:00:00,2.7,3141,2,1,1,0,Stonnington,-37.83543,144.99907,Southern Metropolitan,14887
South Yarra,2,u,771000,S,hockingstuart,2017-06-17 00:00:00,2.7,3141,2,1,1,1272,Stonnington,-37.84283,145.00015,Southern Metropolitan,14887
Southbank,2,u,642500,S,Greg,2017-06-17 00:00:00,0.7,3006,2,1,1,8888,Melbourne,-37.82481,144.96669,Southern Metropolitan,8400
Southbank,1,u,422500,PI,Dingle,2017-06-17 00:00:00,0.7,3006,1,1,1,3878,Melbourne,-37.82548,144.96648,Southern Metropolitan,8400
St Albans,3,t,460000,S,Ray,2017-06-17 00:00:00,14,3021,3,1,1,160,Brimbank,-37.73915,144.80289,Western Metropolitan,14042
St Albans,3,h,610000,PI,S&L,2017-06-17 00:00:00,14,3021,3,1,1,582,Brimbank,-37.74538,144.79216,Western Metropolitan,14042
St Albans,3,h,630000,S,Ray,2017-06-17 00:00:00,14,3021,3,1,2,524,Brimbank,-37.75098,144.80331,Western Metropolitan,14042
St Albans,3,u,500000,S,Sweeney,2017-06-17 00:00:00,14,3021,3,1,1,388,Brimbank,-37.73163,144.80697,Western Metropolitan,14042
St Kilda,2,u,615000,S,hockingstuart,2017-06-17 00:00:00,5,3182,2,1,1,1123,Port Phillip,-37.86736,144.98391,Southern Metropolitan,13240
Sunbury,3,h,455000,SP,Raine,2017-06-17 00:00:00,31.7,3429,3,1,6,639,Hume,-37.56291,144.72848,Western Metropolitan,14092
Sunshine,4,u,660000,S,Bells,2017-06-17 00:00:00,10.5,3020,4,2,2,283,Brimbank,-37.78579,144.83597,Western Metropolitan,3755
Sunshine,3,h,810000,VB,GL,2017-06-17 00:00:00,10.5,3020,3,1,2,459,Brimbank,-37.78519,144.83651,Western Metropolitan,3755
Sunshine,3,h,805000,S,Douglas,2017-06-17 00:00:00,10.5,3020,3,1,2,631,Brimbank,-37.78956,144.84526,Western Metropolitan,3755
Sunshine West,3,h,453000,S,hockingstuart,2017-06-17 00:00:00,10.5,3020,3,1,1,305,Brimbank,-37.78874,144.82399,Western Metropolitan,6763
Surrey Hills,2,u,807000,S,hockingstuart,2017-06-17 00:00:00,10.2,3127,2,1,1,1501,Boroondara,-37.81665,145.10043,Southern Metropolitan,5457
Surrey Hills,3,u,780000,SP,Noel,2017-06-17 00:00:00,10.2,3127,2,1,1,149,Boroondara,-37.82971,145.09007,Southern Metropolitan,5457
Sydenham,3,h,471000,S,YPA,2017-06-17 00:00:00,18,3037,3,2,1,338,Brimbank,-37.705,144.75759,Western Metropolitan,3640
Taylors Hill,3,h,558000,S,Barry,2017-06-17 00:00:00,18,3037,3,2,2,431,Melton,-37.7209,144.75053,Western Metropolitan,4242
Taylors Lakes,5,h,780000,S,Barry,2017-06-17 00:00:00,15.5,3038,5,2,2,663,Brimbank,-37.69496,144.79511,Western Metropolitan,5336
Taylors Lakes,4,h,715000,S,Barry,2017-06-17 00:00:00,15.5,3038,4,3,2,679,Brimbank,-37.68903,144.77226,Western Metropolitan,5336
Templestowe,4,h,2000000,S,Barry,2017-06-17 00:00:00,15.5,3106,4,2,2,457,Manningham,-37.76951,145.16182,Eastern Metropolitan,6202
Templestowe Lower,3,h,1240000,S,Barry,2017-06-17 00:00:00,12.4,3107,3,2,1,673,Manningham,-37.75965,145.09937,Eastern Metropolitan,5420
Thornbury,2,t,756000,S,Love,2017-06-17 00:00:00,7,3071,2,1,1,0,Darebin,-37.75267,145.00362,Northern Metropolitan,8870
Thornbury,2,h,1205500,S,Nelson,2017-06-17 00:00:00,7,3071,2,1,1,361,Darebin,-37.75309,144.98908,Northern Metropolitan,8870
Thornbury,3,h,1031000,S,McGrath,2017-06-17 00:00:00,7,3071,3,1,2,612,Darebin,-37.76063,145.02139,Northern Metropolitan,8870
Toorak,3,h,2500000,VB,Jellis,2017-06-17 00:00:00,4.1,3142,3,2,2,440,Stonnington,-37.833,145.01322,Southern Metropolitan,7217
Vermont,5,h,1041000,SP,Barry,2017-06-17 00:00:00,17.2,3133,5,3,2,724,Whitehorse,-37.83158,145.20186,Eastern Metropolitan,4181
Vermont South,4,h,1050000,VB,Noel,2017-06-17 00:00:00,17.2,3133,4,2,2,651,Whitehorse,-37.84842,145.1816,Eastern Metropolitan,4280
Vermont South,4,h,1208000,S,Ray,2017-06-17 00:00:00,17.2,3133,4,2,2,785,Whitehorse,-37.86343,145.18542,Eastern Metropolitan,4280
Viewbank,3,h,940000,SA,Nelson,2017-06-17 00:00:00,8.9,3084,3,2,2,541,Banyule,-37.73136,145.09562,Eastern Metropolitan,2698
Wantirna South,4,h,2020000,S,LLC,2017-06-17 00:00:00,14.7,3152,4,2,2,1183,Knox,-37.87104,145.23807,Eastern Metropolitan,7082
Watsonia,3,h,835000,S,Barry,2017-06-17 00:00:00,14.5,3087,3,2,1,447,Banyule,-37.71627,145.08526,Northern Metropolitan,2329
Watsonia,3,h,1010000,S,Buckingham,2017-06-17 00:00:00,14.5,3087,3,1,2,700,Banyule,-37.70994,145.07997,Northern Metropolitan,2329
Watsonia,3,h,830000,S,Miles,2017-06-17 00:00:00,14.5,3087,3,1,2,696,Banyule,-37.70576,145.07788,Northern Metropolitan,2329
Werribee,3,h,442000,S,LJ,2017-06-17 00:00:00,14.7,3030,3,1,1,575,Wyndham,-37.88547,144.65529,Western Metropolitan,16166
Werribee,3,h,830000,SP,YPA,2017-06-17 00:00:00,14.7,3030,3,2,2,1025,Wyndham,-37.90188,144.65138,Western Metropolitan,16166
Windsor,3,h,1400000,VB,Jellis,2017-06-17 00:00:00,4.6,3181,3,1,0,364,Stonnington,-37.85538,145.00013,Southern Metropolitan,4380
Yarraville,4,h,1035000,S,Jas,2017-06-17 00:00:00,6.3,3013,4,2,3,463,Maribyrnong,-37.81869,144.8726,Western Metropolitan,6543
Abbotsford,3,h,855000,S,Nelson,2017-06-24 00:00:00,3,3067,3,2,1,92,Yarra,-37.79683,144.99586,Northern Metropolitan,4019
Aberfeldie,3,h,1210000,S,Nelson,2017-06-24 00:00:00,7.5,3040,3,1,6,645,Moonee Valley,-37.75418,144.89017,Western Metropolitan,1543
Airport West,3,u,737500,SP,Brad,2017-06-24 00:00:00,10.4,3042,3,2,2,143,Moonee Valley,-37.72967,144.88835,Western Metropolitan,3464
Airport West,3,h,905000,S,Jellis,2017-06-24 00:00:00,10.4,3042,3,1,2,573,Moonee Valley,-37.72908,144.88327,Western Metropolitan,3464
Albanvale,3,h,526500,S,Ray,2017-06-24 00:00:00,14,3021,3,1,2,529,Brimbank,-37.7438,144.77059,Western Metropolitan,1899
Albert Park,2,u,685000,PI,Greg,2017-06-24 00:00:00,3,3206,2,1,0,324,Port Phillip,-37.84469,144.95578,Southern Metropolitan,3280
Albert Park,3,h,1800000,VB,Greg,2017-06-24 00:00:00,3,3206,3,1,1,130,Port Phillip,-37.842,144.95601,Southern Metropolitan,3280
Alphington,4,h,1800000,S,Thomas,2017-06-24 00:00:00,5.7,3078,4,1,2,605,Darebin,-37.77474,145.03012,Northern Metropolitan,2211
Alphington,1,h,330000,VB,Nelson,2017-06-24 00:00:00,5.7,3078,1,1,1,60,Yarra,-37.78469,145.03239,Northern Metropolitan,2211
Altona,3,h,1020000,SP,Greg,2017-06-24 00:00:00,11,3018,3,1,2,570,Hobsons Bay,-37.87028,144.80749,Western Metropolitan,5301
Altona,3,h,1280000,S,Barlow,2017-06-24 00:00:00,11,3018,3,1,1,798,Hobsons Bay,-37.86677,144.83722,Western Metropolitan,5301
Altona North,3,h,875000,S,Sweeney,2017-06-24 00:00:00,9.4,3025,3,1,4,563,Hobsons Bay,-37.83344,144.85586,Western Metropolitan,5132
Ascot Vale,3,h,1010000,S,Brad,2017-06-24 00:00:00,4.3,3032,3,2,1,150,Moonee Valley,-37.77639,144.91666,Western Metropolitan,6567
Ascot Vale,3,u,819000,S,Nelson,2017-06-24 00:00:00,4.3,3032,3,2,1,166,Moonee Valley,-37.7719,144.91565,Western Metropolitan,6567
Ascot Vale,3,h,990000,S,Brad,2017-06-24 00:00:00,4.3,3032,3,1,0,196,Moonee Valley,-37.77552,144.92022,Western Metropolitan,6567
Ascot Vale,3,t,1200000,S,Jellis,2017-06-24 00:00:00,4.3,3032,3,2,2,198,Moonee Valley,-37.7771,144.92793,Western Metropolitan,6567
Ascot Vale,3,h,1375000,S,Brad,2017-06-24 00:00:00,4.3,3032,3,1,2,483,Moonee Valley,-37.7777,144.92512,Western Metropolitan,6567
Ascot Vale,3,h,1100000,PI,hockingstuart,2017-06-24 00:00:00,4.3,3032,3,2,2,239,Moonee Valley,-37.77263,144.92045,Western Metropolitan,6567
Ashburton,3,h,1850000,S,Marshall,2017-06-24 00:00:00,10.2,3147,3,2,2,720,Boroondara,-37.86286,145.09228,Southern Metropolitan,3052
Ashwood,4,h,1425000,S,Buxton,2017-06-24 00:00:00,10.2,3147,4,1,2,778,Monash,-37.86301,145.11159,Southern Metropolitan,2894
Avondale Heights,4,h,773000,S,Moonee,2017-06-24 00:00:00,9.5,3034,4,2,2,344,Moonee Valley,-37.75861,144.86687,Western Metropolitan,4502
Balaclava,3,h,1475000,S,Gary,2017-06-24 00:00:00,6.4,3183,3,2,1,147,Port Phillip,-37.86997,144.9908,Southern Metropolitan,2952
Balwyn,5,h,2180000,PI,Jellis,2017-06-24 00:00:00,7.9,3103,5,3,2,646,Boroondara,-37.81369,145.09486,Southern Metropolitan,5682
Balwyn North,2,h,1500000,VB,Fletchers,2017-06-24 00:00:00,9.7,3104,2,1,1,943,Boroondara,-37.79219,145.10214,Southern Metropolitan,7809
Balwyn North,5,h,3200000,VB,Jellis,2017-06-24 00:00:00,9.7,3104,5,3,2,836,Boroondara,-37.78839,145.07076,Southern Metropolitan,7809
Balwyn North,2,u,682000,S,hockingstuart,2017-06-24 00:00:00,9.7,3104,2,1,1,140,Boroondara,-37.79334,145.10025,Southern Metropolitan,7809
Bayswater,4,h,1030000,S,Philip,2017-06-24 00:00:00,23.2,3153,4,2,2,1094,Knox,-37.85757,145.2615,Eastern Metropolitan,5030
Bayswater North,3,u,700000,VB,Noel,2017-06-24 00:00:00,23.2,3153,3,2,2,535,Maroondah,-37.82481,145.26519,Eastern Metropolitan,3598
Beaconsfield Upper,4,h,675000,SP,LJ,2017-06-24 00:00:00,39.8,3808,4,2,2,1031,Cardinia,-38.00224,145.41081,Eastern Victoria,973
Bentleigh,5,h,1900000,VB,Buxton,2017-06-24 00:00:00,11.4,3204,5,1,2,644,Glen Eira,-37.91753,145.03907,Southern Metropolitan,6795
Bentleigh East,3,h,1410000,S,Buxton,2017-06-24 00:00:00,13.8,3165,3,2,3,722,Glen Eira,-37.93179,145.06957,Southern Metropolitan,10969
Bentleigh East,3,t,817000,S,Buxton,2017-06-24 00:00:00,13.8,3165,3,1,2,332,Glen Eira,-37.93462,145.06562,Southern Metropolitan,10969
Bentleigh East,4,h,1815000,S,hockingstuart,2017-06-24 00:00:00,13.8,3165,4,3,2,933,Glen Eira,-37.91954,145.07637,Southern Metropolitan,10969
Bentleigh East,3,h,1225000,SP,Buxton,2017-06-24 00:00:00,13.8,3165,3,1,2,580,Glen Eira,-37.90984,145.08001,Southern Metropolitan,10969
Berwick,3,h,690000,S,Harcourts,2017-06-24 00:00:00,35.2,3806,3,2,2,703,Casey,-38.03062,145.35951,Eastern Victoria,17093
Blackburn,3,h,880000,PI,Fletchers,2017-06-24 00:00:00,13.4,3130,3,1,1,335,Whitehorse,-37.82876,145.13809,Eastern Metropolitan,5713
Blackburn,4,h,1562000,S,Noel,2017-06-24 00:00:00,13.4,3130,4,2,1,592,Whitehorse,-37.81175,145.14214,Eastern Metropolitan,5713
Blackburn,3,h,1530000,S,Noel,2017-06-24 00:00:00,13.4,3130,3,1,2,785,Whitehorse,-37.81321,145.14635,Eastern Metropolitan,5713
Blackburn South,3,h,1264000,S,Noel,2017-06-24 00:00:00,13.4,3130,3,1,2,579,Whitehorse,-37.83831,145.13985,Eastern Metropolitan,4387
Box Hill,6,h,2150500,PI,McGrath,2017-06-24 00:00:00,10.9,3128,6,3,3,786,Whitehorse,-37.82616,145.12748,Eastern Metropolitan,4605
Braybrook,3,h,810000,VB,GL,2017-06-24 00:00:00,8.6,3019,3,1,2,649,Maribyrnong,-37.78261,144.84954,Western Metropolitan,3589
Braybrook,2,h,570000,VB,Sweeney,2017-06-24 00:00:00,8.6,3019,2,1,2,567,Maribyrnong,-37.7877,144.84757,Western Metropolitan,3589
Brighton,3,h,2655000,SP,Hodges,2017-06-24 00:00:00,10.5,3186,3,2,2,697,Bayside,-37.92829,145.00281,Southern Metropolitan,10579
Brighton,3,t,3275000,SP,Marshall,2017-06-24 00:00:00,10.5,3186,3,2,3,289,Bayside,-37.92576,144.99233,Southern Metropolitan,10579
Brighton East,4,h,2720000,S,Marshall,2017-06-24 00:00:00,10.3,3187,4,3,2,792,Bayside,-37.92882,145.01109,Southern Metropolitan,6938
Brighton East,4,h,2525000,S,Buxton,2017-06-24 00:00:00,10.3,3187,4,2,2,725,Bayside,-37.92884,145.01518,Southern Metropolitan,6938
Brighton East,3,h,1300000,VB,Buxton,2017-06-24 00:00:00,10.3,3187,3,1,2,684,Bayside,-37.90514,145.02524,Southern Metropolitan,6938
Brunswick,3,h,1275000,PI,Woodards,2017-06-24 00:00:00,5.2,3056,3,1,1,406,Moreland,-37.77655,144.96325,Northern Metropolitan,11918
Brunswick,2,h,900000,VB,Nelson,2017-06-24 00:00:00,5.2,3056,2,1,0,191,Moreland,-37.77012,144.96476,Northern Metropolitan,11918
Brunswick,2,u,520000,SP,Jellis,2017-06-24 00:00:00,5.2,3056,2,1,1,0,Moreland,-37.75788,144.95935,Northern Metropolitan,11918
Brunswick,3,h,1204000,S,Nelson,2017-06-24 00:00:00,5.2,3056,3,1,0,186,Moreland,-37.76227,144.95649,Northern Metropolitan,11918
Brunswick,2,h,730000,S,Nelson,2017-06-24 00:00:00,5.2,3056,2,1,0,190,Moreland,-37.75676,144.96286,Northern Metropolitan,11918
Brunswick West,4,h,1268000,SP,Alexkarbon,2017-06-24 00:00:00,5.2,3055,4,2,2,645,Moreland,-37.76097,144.93933,Northern Metropolitan,7082
Brunswick West,3,h,1445000,S,Collins,2017-06-24 00:00:00,5.2,3055,3,1,2,613,Moreland,-37.76883,144.94592,Northern Metropolitan,7082
Bundoora,3,h,796000,S,Barry,2017-06-24 00:00:00,12.1,3083,3,2,2,534,Whittlesea,-37.69852,145.04836,Northern Metropolitan,10175
Bundoora,4,h,769000,S,Barry,2017-06-24 00:00:00,12.1,3083,4,2,2,662,Banyule,-37.69582,145.07639,Northern Metropolitan,10175
Bundoora,3,h,690000,PI,Nelson,2017-06-24 00:00:00,12.1,3083,3,1,2,513,Banyule,-37.69548,145.07377,Northern Metropolitan,10175
Burwood,3,h,1325000,S,Buxton,2017-06-24 00:00:00,10.4,3125,3,1,1,756,Monash,-37.85683,145.09635,Southern Metropolitan,5678
Burwood,3,h,1052000,S,Buxton,2017-06-24 00:00:00,10.4,3125,3,1,0,801,Whitehorse,-37.85541,145.12836,Southern Metropolitan,5678
Camberwell,2,u,555000,S,Jellis,2017-06-24 00:00:00,7.7,3124,2,1,1,2685,Boroondara,-37.82277,145.0581,Southern Metropolitan,8920
Canterbury,3,t,1381000,S,Jellis,2017-06-24 00:00:00,8.4,3126,3,2,2,230,Boroondara,-37.81653,145.05971,Southern Metropolitan,3265
Carlton,3,h,1000000,PI,Jellis,2017-06-24 00:00:00,1.6,3053,3,1,0,96,Melbourne,-37.79674,144.96563,Northern Metropolitan,6786
Carlton,2,u,720000,VB,Nelson,2017-06-24 00:00:00,1.6,3053,2,1,1,3481,Melbourne,-37.80087,144.96622,Northern Metropolitan,6786
Carlton North,3,h,1717500,S,Nelson,2017-06-24 00:00:00,3.5,3054,3,1,0,202,Yarra,-37.78621,144.97512,Northern Metropolitan,3106
Carlton North,4,h,2400000,SP,Woodards,2017-06-24 00:00:00,3.5,3054,4,1,1,163,Yarra,-37.7835,144.97556,Northern Metropolitan,3106
Carlton North,3,h,1950000,S,Nelson,2017-06-24 00:00:00,3.5,3054,3,1,1,309,Yarra,-37.78659,144.97211,Northern Metropolitan,3106
